,ID,光照强度,功率A,功率B,功率C,发电量,平均功率,板温,现场温度,电压A,电压B,电压C,电流A,电流B,电流C,转换效率,转换效率A,转换效率B,转换效率C,风向,风速
2038,4256,62,487.2,525.0,583.49,0.9392046540000001,531.9,-8.66,-9.0,696.0,700.0,703.0,0.7,0.75,0.83,30.67,28.09,30.27,33.65,172,3.1
2039,4257,50,456.72,451.1,445.9,0.847323962,451.24,-9.0,-9.0,692.0,694.0,686.0,0.66,0.65,0.65,32.3,32.69,32.29,31.92,159,2.1
2040,4261,31,311.88,319.6,297.0,0.5333670939999999,309.49,-9.62,-9.1,678.0,680.0,675.0,0.46,0.47,0.44,35.81,36.08,36.98,34.36,179,2.8
2041,4263,18,185.36,185.08,211.52,0.28558011,193.99,-10.29,-9.3,662.0,661.0,661.0,0.28,0.28,0.32,38.74,37.02,36.96,42.24,164,2.7
2042,4264,11,166.25,170.82,163.5,0.23970391800000002,166.86,-10.5,-9.4,665.0,657.0,654.0,0.25,0.26,0.25,54.56,54.36,55.86,53.47,168,2.6
2043,4265,8,144.98,143.22,135.87,0.185147662,141.36,-10.68,-9.4,659.0,651.0,647.0,0.22,0.22,0.21,63.6,65.23,64.43,61.13,177,3.3
2044,4267,6,102.4,103.68,121.41,0.12444491699999999,109.16,-11.15,-9.5,640.0,648.0,639.0,0.16,0.16,0.19,65.58,61.52,62.29,72.94,185,2.2
2045,4278,1,0.0,0.0,0.0,0.37999305299999997,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1
2046,4285,6,88.2,96.3,94.2,0.020053374,92.9,-11.75,-11.2,630.0,642.0,628.0,0.14,0.15,0.15,55.93,53.1,57.97,56.71,183,0.9
2047,4286,3,96.3,97.5,113.58,0.11062047300000001,102.46,-11.66,-11.0,642.0,650.0,631.0,0.15,0.15,0.18,123.33,115.91,117.36,136.71,188,0.4
2048,4287,5,96.45,109.31,115.2,0.125279481,106.99,-11.58,-11.0,643.0,643.0,640.0,0.15,0.17,0.18,77.25,69.64,78.92,83.17,177,0.4
2049,4288,11,102.4,108.97,122.74,0.128371826,111.37,-11.48,-11.0,640.0,641.0,646.0,0.16,0.17,0.19,36.54,33.59,35.75,40.27,185,0.9
2050,4289,7,117.54,122.93,130.0,0.155283267,123.49,-11.35,-11.0,653.0,647.0,650.0,0.18,0.19,0.2,63.64,60.57,63.35,66.99,180,0.9
2051,4290,7,124.64,124.26,136.71,0.213193313,128.54,-11.18,-10.9,656.0,654.0,651.0,0.19,0.19,0.21,66.2,64.19,64.0,70.41,141,0.1
2052,4291,8,125.21,124.07,137.55,0.17642423699999998,128.94,-11.04,-10.7,659.0,653.0,655.0,0.19,0.19,0.21,58.08,56.4,55.89,61.96,200,0.2
2053,4292,13,138.6,143.22,141.9,0.18193002,141.24,-10.81,-10.6,660.0,651.0,645.0,0.21,0.22,0.22,39.12,38.39,39.67,39.3,240,0.3
2054,4293,12,149.5,148.12,169.78,0.18518070399999997,155.8,-10.64,-10.5,650.0,644.0,653.0,0.23,0.23,0.26,46.72,44.83,44.42,50.92,245,0.8
2055,4294,12,155.04,154.8,171.08,0.172137079,160.31,-10.54,-10.4,646.0,645.0,658.0,0.24,0.24,0.26,48.06,46.48,46.41,51.29,270,1.1
2056,4295,17,166.75,160.08,172.9,0.199383602,166.58,-10.42,-10.4,667.0,667.0,665.0,0.25,0.24,0.26,35.24,35.27,33.86,36.57,276,0.7
2057,4296,18,160.8,0.0,176.58,0.151598155,112.46,-10.39,-10.3,670.0,759.0,654.0,0.24,0.0,0.27,22.47,32.12,0.0,35.27,267,0.7
2058,4297,20,171.86,171.34,189.37,0.217874655,177.52,-10.37,-10.4,661.0,659.0,653.0,0.26,0.26,0.29,31.91,30.9,30.8,34.04,267,0.8
2059,4300,22,219.45,213.76,21.7,0.32549806600000003,151.64,-10.19,-10.4,665.0,668.0,31.0,0.33,0.32,0.7,24.77,35.84,34.91,3.54,262,0.3
2060,4301,30,212.48,215.36,227.12,0.280594918,218.32,-10.12,-10.2,664.0,673.0,668.0,0.32,0.32,0.34,26.14,25.44,25.79,27.2,312,0.3
2061,4304,45,315.1,311.42,317.76,0.466946763,314.76,-9.72,-10.0,685.0,677.0,662.0,0.46,0.46,0.48,25.09,25.12,24.83,25.33,343,0.0
2062,4305,54,356.72,351.52,374.64,0.575743597,360.96,-9.16,-9.7,686.0,676.0,669.0,0.52,0.52,0.56,23.94,23.66,23.31,24.84,309,0.0
2063,4310,68,413.4,407.4,429.03,0.638090356,416.61,-8.93,-9.6,689.0,679.0,681.0,0.6,0.6,0.63,21.92,21.75,21.44,22.58,356,0.4
2064,4312,68,408.6,388.17,410.53,0.9344753509999999,402.43,-8.71,-9.4,681.0,681.0,673.0,0.6,0.57,0.61,21.16,21.49,20.41,21.59,2,0.9
2065,4313,66,397.88,370.7,391.5,0.943806258,386.69,-8.71,-9.4,686.0,674.0,675.0,0.58,0.55,0.58,20.95,21.56,20.08,21.21,14,0.0
2066,4314,64,354.64,357.22,378.56,0.868132547,363.47,-8.66,-9.3,682.0,674.0,676.0,0.52,0.53,0.56,20.3,19.81,19.95,21.15,14,0.0
2067,4315,61,330.75,319.68,343.23,0.461569205,331.22,-8.89,-9.6,675.0,666.0,673.0,0.49,0.48,0.51,19.43,19.4,18.75,20.13,345,1.3
2068,4321,87,385.28,359.87,418.46,0.617342541,387.87,-8.64,-9.3,688.0,679.0,686.0,0.56,0.53,0.61,15.94,15.83,14.79,17.19,349,0.1
2069,4322,73,347.31,334.0,344.76,0.568808467,342.02,-8.66,-9.5,681.0,668.0,676.0,0.51,0.5,0.51,16.75,17.01,16.36,16.88,289,0.7
2070,4323,70,325.44,323.04,323.04,0.592237029,323.84,-8.75,-9.5,678.0,673.0,673.0,0.48,0.48,0.48,16.54,16.63,16.5,16.5,329,0.3
2071,4325,64,280.98,293.48,296.12,0.455970143,290.19,-9.08,-9.5,669.0,667.0,673.0,0.42,0.44,0.44,16.23,15.72,16.42,16.56,272,0.9
2072,4327,75,310.96,309.12,323.04,0.42445914799999995,314.37,-9.19,-9.7,676.0,672.0,673.0,0.46,0.46,0.48,15.01,14.85,14.76,15.43,344,1.6
2073,4328,72,290.25,285.52,316.78,0.373726766,297.52,-9.18,-9.7,675.0,664.0,674.0,0.43,0.43,0.47,14.8,14.44,14.2,15.76,359,1.9
2074,4330,70,270.4,269.2,279.72,0.362153131,273.11,-9.21,-9.7,676.0,673.0,666.0,0.4,0.4,0.42,13.97,13.84,13.77,14.31,329,1.7
2075,4332,73,275.52,275.11,281.4,0.660122124,277.34,-8.96,-9.4,672.0,671.0,670.0,0.41,0.41,0.42,13.6,13.51,13.49,13.79,24,1.2
2076,4333,72,265.98,260.91,268.8,0.452148989,265.23,-8.83,-9.3,682.0,669.0,672.0,0.39,0.39,0.4,13.18,13.21,12.96,13.35,264,0.6
2077,4334,70,249.75,251.94,258.96,0.409267205,253.55,-8.79,-9.3,675.0,663.0,664.0,0.37,0.38,0.39,12.95,12.76,12.87,13.23,295,0.2
2078,4335,71,241.56,237.6,259.74,0.384846649,246.3,-8.69,-9.3,671.0,660.0,666.0,0.36,0.36,0.39,12.4,12.16,11.97,13.08,287,0.7
2079,4338,74,241.92,240.48,254.22,0.414335489,245.54,-8.46,-9.3,672.0,668.0,669.0,0.36,0.36,0.38,11.85,11.68,11.61,12.27,274,0.5
2080,4340,89,262.08,267.6,293.92,0.430608,274.53,-8.33,-9.2,672.0,669.0,668.0,0.39,0.4,0.44,11.02,10.52,10.74,11.79,285,1.2
2081,4341,96,277.98,283.92,308.66,0.427147373,290.19,-8.27,-9.3,678.0,676.0,671.0,0.41,0.42,0.46,10.79,10.34,10.56,11.48,338,0.7
2082,4342,103,330.75,368.28,337.0,0.592865469,345.34,-8.14,-9.2,675.0,682.0,674.0,0.49,0.54,0.5,11.97,11.46,12.76,11.68,275,0.9
2083,4343,137,427.8,402.38,433.28,0.7438741720000001,421.15,-7.77,-9.0,690.0,682.0,677.0,0.62,0.59,0.64,10.96,11.13,10.47,11.27,306,0.8
2084,4345,144,444.6,400.61,461.72,0.7932024740000001,435.64,-7.27,-8.8,684.0,679.0,679.0,0.65,0.59,0.68,10.77,10.99,9.9,11.41,290,1.2
2085,4346,143,402.97,392.66,430.72,0.7479296590000001,408.78,-7.12,-8.6,683.0,677.0,673.0,0.59,0.58,0.64,10.17,10.02,9.77,10.71,285,0.8
2086,4347,141,408.0,414.19,426.51,0.72977846,416.23,-7.1,-8.7,680.0,679.0,677.0,0.6,0.61,0.63,10.5,10.29,10.45,10.76,293,1.4
2087,4348,136,410.4,381.36,397.07,0.725310502,396.28,-7.27,-8.8,684.0,681.0,673.0,0.6,0.56,0.59,10.37,10.74,9.98,10.39,290,1.2
2088,4349,138,379.68,379.68,396.48,0.702084534,385.28,-7.23,-8.8,678.0,678.0,672.0,0.56,0.56,0.59,9.93,9.79,9.79,10.22,281,1.0
2089,4350,137,381.36,378.0,392.66,0.708869871,384.01,-6.91,-8.6,681.0,675.0,677.0,0.56,0.56,0.58,9.96,9.89,9.81,10.19,274,1.3
2090,4352,137,389.31,386.46,390.34,0.686134262,388.7,-6.95,-8.5,683.0,678.0,673.0,0.57,0.57,0.58,10.09,10.1,10.03,10.13,352,0.0
2091,4353,139,379.12,383.04,392.35,0.715532142,384.84,-6.89,-8.6,677.0,672.0,665.0,0.56,0.57,0.59,9.84,9.69,9.79,10.03,281,0.8
2092,4354,142,385.89,384.75,411.75,0.720928385,394.13,-7.06,-8.5,677.0,675.0,675.0,0.57,0.57,0.61,9.87,9.66,9.63,10.31,283,0.8
2093,4355,135,369.9,393.24,369.05,0.9743660120000001,377.4,-6.91,-8.5,685.0,678.0,671.0,0.54,0.58,0.55,9.94,9.74,10.35,9.72,3,0.7
2094,4356,151,414.8,406.2,437.76,1.059599673,419.59,-6.91,-8.3,680.0,677.0,684.0,0.61,0.6,0.64,9.88,9.76,9.56,10.3,11,0.6
2095,4357,160,419.68,428.4,462.4,1.0779285570000001,436.83,-6.6,-8.5,688.0,680.0,680.0,0.61,0.63,0.68,9.69,9.31,9.51,10.26,6,0.9
2096,4358,159,436.48,433.92,446.16,0.9137241759999999,438.85,-6.46,-8.4,682.0,678.0,676.0,0.64,0.64,0.66,9.79,9.74,9.68,9.96,249,0.2
2097,4359,151,385.32,357.22,440.7,0.6710175660000001,394.41,-6.31,-8.2,676.0,674.0,678.0,0.57,0.53,0.65,9.26,9.05,8.39,10.35,354,0.4
2098,4360,150,385.89,366.12,409.92,0.7483227809999999,387.31,-6.1,-8.0,677.0,678.0,672.0,0.57,0.54,0.61,9.15,9.12,8.65,9.69,290,0.4
2099,4362,152,406.8,392.08,433.92,0.748798038,410.93,-6.25,-8.3,678.0,676.0,678.0,0.6,0.58,0.64,9.59,9.49,9.15,10.12,309,0.7
2100,4363,120,373.45,371.25,338.64,0.609456699,361.11,-6.23,-8.2,679.0,675.0,664.0,0.55,0.55,0.51,10.67,11.04,10.97,10.01,341,1.0
2101,4364,110,329.28,314.43,285.95,0.536024565,309.89,-6.43,-8.2,672.0,669.0,665.0,0.49,0.47,0.43,10.0,10.62,10.14,9.22,352,0.4
2102,4365,108,272.24,265.2,276.78,0.442525203,271.41,-6.43,-8.2,664.0,663.0,659.0,0.41,0.4,0.42,8.92,8.94,8.71,9.09,319,1.2
2103,4366,109,268.0,264.8,278.46,0.50078439,270.42,-6.54,-8.1,670.0,662.0,663.0,0.4,0.4,0.42,8.81,8.73,8.62,9.07,0,0.7
2104,4369,164,415.41,412.97,442.65,0.744652732,423.68,-6.29,-7.7,681.0,677.0,681.0,0.61,0.61,0.65,9.16,8.98,8.93,9.57,297,1.6
2105,4371,178,509.12,513.0,554.4,0.889855418,525.51,-6.35,-7.9,688.0,684.0,693.0,0.74,0.75,0.8,10.47,10.15,10.22,11.05,351,0.8
2106,4372,115,278.04,315.84,278.46,0.468690685,290.78,-6.98,-8.4,662.0,672.0,663.0,0.42,0.47,0.42,8.99,8.59,9.76,8.61,299,1.8
2107,4374,229,530.53,575.19,608.96,1.079125402,571.56,-6.87,-8.2,689.0,693.0,692.0,0.77,0.83,0.88,8.87,8.23,8.93,9.45,269,0.8
2108,4376,225,555.66,557.28,579.6,1.028901544,564.18,-6.37,-8.1,686.0,688.0,690.0,0.81,0.81,0.84,8.9,8.76,8.79,9.14,354,0.3
2109,4379,231,622.8,662.4,626.08,1.1785011220000001,637.09,-6.14,-8.2,692.0,690.0,688.0,0.9,0.96,0.91,9.78,9.56,10.17,9.61,309,1.3
2110,4384,127,254.98,319.6,299.25,0.417004215,291.28,-7.35,-8.8,671.0,680.0,665.0,0.38,0.47,0.45,8.16,7.15,8.96,8.39,328,1.4
2111,4386,117,265.6,266.0,296.12,0.409252096,275.91,-7.71,-8.8,664.0,665.0,673.0,0.4,0.4,0.44,8.4,8.09,8.1,9.02,349,0.7
2112,4390,120,300.15,316.78,300.15,0.7474141959999999,305.69,-7.89,-8.7,667.0,674.0,667.0,0.45,0.47,0.45,9.08,8.92,9.41,8.92,47,1.3
2113,4391,132,325.44,331.24,337.5,0.507582,331.39,-7.71,-8.7,678.0,676.0,675.0,0.48,0.49,0.5,8.95,8.79,8.94,9.11,341,1.1
2114,4395,108,256.5,273.88,263.6,0.658829577,264.66,-7.92,-8.9,675.0,668.0,659.0,0.38,0.41,0.4,8.74,8.47,9.04,8.7,64,1.1
2115,4400,90,201.6,211.52,209.92,0.302676165,207.68,-8.45,-8.9,672.0,661.0,656.0,0.3,0.32,0.32,8.24,8.0,8.4,8.33,319,0.6
2116,4401,90,246.79,15.93,327.69,0.323051976,196.8,-8.45,-8.9,667.0,9.0,99.0,0.37,1.77,3.31,7.81,9.8,0.63,13.01,319,0.6
2117,4404,151,374.55,379.68,392.73,0.7831001940000001,382.32,-7.87,-8.4,681.0,678.0,689.0,0.55,0.56,0.57,9.03,8.84,8.97,9.27,231,0.2
2118,4413,126,381.92,368.28,359.87,0.822654144,370.02,-8.08,-8.6,682.0,682.0,679.0,0.56,0.54,0.53,10.48,10.82,10.43,10.19,2,3.1
2119,4414,127,347.31,360.93,356.69,0.55355285,354.98,-8.12,-8.6,681.0,681.0,673.0,0.51,0.53,0.53,9.97,9.76,10.14,10.02,323,1.1
2120,4416,128,411.6,395.56,373.45,0.992703958,393.54,-8.0,-8.4,686.0,682.0,679.0,0.6,0.58,0.55,10.97,11.47,11.02,10.41,24,0.6
2121,4417,157,348.33,383.04,409.2,0.792499972,380.19,-7.91,-8.5,683.0,684.0,682.0,0.51,0.56,0.6,8.64,7.91,8.7,9.29,26,3.0
2122,4419,165,426.56,452.76,483.51,0.709505158,454.28,-7.7,-8.4,688.0,686.0,681.0,0.62,0.66,0.71,9.81,9.21,9.78,10.44,335,1.3
2123,4421,167,485.1,496.08,488.48,0.8951823259999999,489.89,-7.52,-8.3,693.0,689.0,688.0,0.7,0.72,0.71,10.45,10.35,10.58,10.42,279,1.1
2124,4423,129,440.96,402.38,392.08,0.694769196,411.81,-7.35,-8.2,689.0,682.0,676.0,0.64,0.59,0.58,11.36,12.17,11.1,10.82,325,1.5
2125,4424,107,353.6,353.08,336.0,0.624437577,347.56,-7.42,-8.4,680.0,679.0,672.0,0.52,0.52,0.5,11.56,11.77,11.75,11.18,269,1.4
2126,4425,99,321.95,453.42,278.46,0.509038019,351.28,-7.91,-8.5,685.0,687.0,663.0,0.47,0.66,0.42,12.65,11.6,16.33,10.03,327,1.5
2127,4426,123,393.87,369.36,471.96,0.618437723,411.73,-8.04,-8.4,691.0,684.0,684.0,0.57,0.54,0.69,11.94,11.42,10.71,13.69,336,1.1
2128,4428,144,522.0,543.66,568.26,0.892592589,544.64,-7.94,-8.2,696.0,697.0,693.0,0.75,0.78,0.82,13.49,12.93,13.46,14.07,353,0.3
2129,4429,142,549.84,525.16,574.36,0.957288281,549.79,-7.71,-8.2,696.0,691.0,692.0,0.79,0.76,0.83,13.8,13.8,13.18,14.41,302,1.0
2130,4430,129,513.56,516.75,537.42,1.195897026,522.58,-7.46,-8.3,694.0,689.0,689.0,0.74,0.75,0.78,14.42,14.18,14.26,14.83,12,0.9
2131,4431,110,514.3,486.35,451.44,0.98345538,484.03,-7.39,-8.3,695.0,685.0,684.0,0.74,0.71,0.66,15.66,16.64,15.74,14.61,335,2.2
2132,4434,93,436.59,430.92,435.84,0.6719255140000001,434.45,-7.77,-8.2,693.0,684.0,681.0,0.63,0.63,0.64,16.65,16.73,16.52,16.7,340,1.1
2133,4435,86,411.6,382.48,398.25,0.676346295,397.44,-7.77,-8.3,686.0,683.0,675.0,0.6,0.56,0.59,16.47,17.06,15.85,16.51,305,0.6
2134,4436,83,377.85,380.24,394.4,0.882872465,384.16,-7.81,-8.2,687.0,679.0,680.0,0.55,0.56,0.58,16.5,16.23,16.33,16.94,40,0.8
2135,4438,72,362.52,361.46,359.34,0.576583476,361.11,-8.02,-8.4,684.0,682.0,678.0,0.53,0.53,0.53,17.89,17.96,17.91,17.8,299,1.0
2136,4439,72,306.45,318.66,330.26,0.494749603,318.46,-8.12,-8.3,681.0,678.0,674.0,0.45,0.47,0.49,15.78,15.19,15.79,16.37,299,0.6
2137,4440,60,314.18,313.26,319.6,0.42960580200000004,315.68,-8.2,-8.4,683.0,681.0,680.0,0.46,0.46,0.47,18.78,18.69,18.64,19.01,336,1.5
2138,4443,39,254.19,259.54,258.78,0.40171150200000005,257.5,-8.58,-8.5,687.0,683.0,681.0,0.37,0.38,0.38,23.6,23.29,23.79,23.72,285,0.2
2139,4445,33,219.52,224.4,222.75,0.289408975,222.22,-8.83,-8.6,686.0,680.0,675.0,0.32,0.33,0.33,24.09,23.8,24.32,24.15,328,0.4
2140,4446,33,196.33,202.8,216.0,0.272945426,205.04,-8.96,-8.6,677.0,676.0,675.0,0.29,0.3,0.32,22.24,21.29,21.99,23.42,282,0.8
2141,4447,28,172.12,185.64,177.39,0.24718633199999998,178.38,-9.16,-8.7,662.0,663.0,657.0,0.26,0.28,0.27,22.81,22.01,23.74,22.69,261,0.8
2142,4450,14,116.64,115.56,109.99,0.09119659699999999,114.06,-9.89,-9.0,648.0,642.0,647.0,0.18,0.18,0.17,29.25,29.91,29.63,28.2,352,0.2
2143,4455,5,36.54,43.33,48.96,-0.023156662,42.94,-11.18,-9.4,609.0,619.0,612.0,0.06,0.07,0.08,30.96,26.35,31.24,35.3,289,0.0
2144,4466,43,183.81,42.77,190.41,0.053127996,139.0,-21.25,-18.3,557.0,611.0,577.0,0.33,0.07,0.33,12.04,15.93,3.71,16.5,280,0.7
2145,4470,67,314.4,52.72,319.7,0.279733202,228.94,-20.21,-17.4,655.0,659.0,695.0,0.48,0.08,0.46,12.69,17.42,2.92,17.72,275,1.2
2146,4472,65,417.13,78.21,433.1,0.476122183,309.48,-18.73,-17.1,707.0,711.0,710.0,0.59,0.11,0.61,17.6,23.72,4.45,24.62,280,1.0
2147,4474,122,468.65,419.49,509.04,0.705855288,465.73,-17.83,-17.0,721.0,711.0,707.0,0.65,0.59,0.72,14.07,14.15,12.67,15.37,272,1.1
2148,4475,133,468.65,419.49,537.24,0.722196851,475.13,-17.4,-16.9,721.0,711.0,726.0,0.65,0.59,0.74,13.15,12.97,11.61,14.86,275,1.3
2149,4476,150,561.6,542.64,576.0,0.9327639390000001,560.08,-16.31,-16.6,720.0,714.0,720.0,0.78,0.76,0.8,13.69,13.73,13.26,14.08,280,1.2
2150,4478,167,629.01,638.13,640.8,1.110465737,635.98,-14.83,-16.0,723.0,717.0,720.0,0.87,0.89,0.89,13.9,13.74,13.94,14.0,277,1.4
2151,4479,190,640.8,646.2,684.95,1.156864391,657.32,-14.37,-15.7,720.0,718.0,721.0,0.89,0.9,0.95,12.6,12.29,12.39,13.13,281,1.2
2152,4480,196,656.88,663.09,694.52,1.20055214,671.5,-14.12,-15.6,714.0,713.0,716.0,0.92,0.93,0.97,12.47,12.2,12.32,12.9,274,1.4
2153,4482,211,726.19,707.85,746.72,1.3512301580000001,726.92,-13.54,-15.2,719.0,715.0,718.0,1.01,0.99,1.04,12.52,12.51,12.19,12.86,273,1.1
2154,4488,269,903.42,2813.88,915.9,2.1596760919999998,1544.4,-10.25,-13.9,717.0,716.0,710.0,1.26,3.93,1.29,20.63,12.07,37.6,12.24,273,0.9
2155,4490,284,952.28,2980.8,998.2,2.3485342769999997,1643.76,-9.1,-13.8,716.0,720.0,713.0,1.33,4.14,1.4,20.72,12.01,37.58,12.58,272,1.0
2156,4491,295,979.2,3008.42,1006.78,2.382485887,1664.8,-8.77,-13.7,720.0,718.0,709.0,1.36,4.19,1.42,20.18,11.87,36.47,12.21,269,1.0
2157,4492,299,1009.56,3104.32,1022.4,2.470670501,1712.09,-8.16,-13.7,716.0,712.0,710.0,1.41,4.36,1.44,20.44,12.05,37.06,12.2,272,1.0
2158,4494,321,3203.82,3202.71,1093.4,5.964557361000001,2499.98,-6.85,-13.2,698.0,707.0,710.0,4.59,4.53,1.54,27.67,35.47,35.45,12.1,269,0.9
2159,4495,329,3283.2,3304.1,1127.31,6.053887607,2571.54,-5.77,-13.0,684.0,703.0,709.0,4.8,4.7,1.59,27.67,35.33,35.56,12.13,275,1.4
2160,4496,337,3370.75,3313.44,1162.76,6.273772134,2615.65,-5.31,-12.6,695.0,702.0,709.0,4.85,4.72,1.64,27.44,35.36,34.76,12.2,271,0.5
2161,4498,348,3445.2,3427.89,1194.83,6.307990458,2689.31,-5.14,-12.0,696.0,701.0,707.0,4.95,4.89,1.69,27.3,34.98,34.8,12.13,277,1.2
2162,4499,352,3485.0,3424.32,1210.4,6.382285029,2706.57,-5.12,-12.0,697.0,696.0,712.0,5.0,4.92,1.7,27.16,34.98,34.37,12.15,275,1.0
2163,4504,384,3739.1,3708.32,2854.18,7.254550887000001,3433.87,-2.77,-11.2,695.0,688.0,703.0,5.38,5.39,4.06,31.34,34.12,33.84,26.05,274,1.6
2164,4507,397,3862.69,3849.7,3206.24,7.5881294310000005,3639.54,-0.83,-10.7,691.0,685.0,691.0,5.59,5.62,4.64,31.92,33.87,33.76,28.12,281,2.7
2165,4509,403,3956.0,3953.52,3320.98,7.839411254,3743.5,-0.14,-10.4,688.0,684.0,689.0,5.75,5.78,4.82,32.26,34.09,34.07,28.62,275,2.0
2166,4513,419,4110.84,4094.37,3898.5,8.432243507999999,4034.57,2.12,-9.4,684.0,679.0,678.0,6.01,6.03,5.75,33.18,33.81,33.67,32.06,275,1.8
2167,4514,420,4117.68,4128.32,4041.69,8.529958697,4095.9,2.41,-9.4,684.0,679.0,677.0,6.02,6.08,5.97,33.57,33.75,33.84,33.13,278,1.8
2168,4516,433,4204.17,4205.76,4307.52,8.83528552,4239.15,5.2,-8.9,677.0,674.0,672.0,6.21,6.24,6.41,33.38,33.1,33.11,33.91,279,2.2
2169,4518,436,4244.79,4252.5,4347.84,8.935173217000001,4281.71,5.7,-9.0,677.0,675.0,672.0,6.27,6.3,6.47,33.42,33.13,33.19,33.94,278,2.1
2170,4519,438,4285.41,4287.01,4374.72,9.006641851,4315.71,5.72,-9.1,677.0,673.0,672.0,6.33,6.37,6.51,33.53,33.29,33.31,33.99,279,2.3
2171,4520,443,4298.95,4320.66,4441.66,9.062298891000001,4353.76,5.49,-8.8,677.0,673.0,674.0,6.35,6.42,6.59,33.47,33.05,33.22,34.15,302,2.3
2172,4525,461,4442.02,4468.92,4562.44,9.351126255,4491.13,6.1,-7.9,671.0,669.0,668.0,6.62,6.68,6.83,33.11,32.75,32.94,33.63,286,1.9
2173,4526,463,4475.57,4502.37,4589.5,9.404863992000001,4522.48,6.3,-7.8,671.0,669.0,670.0,6.67,6.73,6.85,33.17,32.83,33.02,33.66,280,3.1
2174,4527,470,4488.99,4522.5,4602.72,9.441053284,4538.07,6.76,-7.8,671.0,670.0,669.0,6.69,6.75,6.88,32.74,32.38,32.62,33.2,270,3.0
2175,4528,477,4509.12,4556.0,4656.74,9.508079825,4573.95,7.06,-7.7,672.0,670.0,671.0,6.71,6.8,6.94,32.48,32.02,32.35,33.07,282,3.3
2176,4532,494,4717.73,4697.0,4770.81,8.828998355,4728.51,6.6,-7.4,673.0,671.0,671.0,7.01,7.0,7.11,32.47,32.4,32.26,32.76,279,2.7
2177,4535,500,4771.2,4790.5,4863.04,10.00354706,4808.25,6.49,-7.2,672.0,670.0,668.0,7.1,7.15,7.28,32.64,32.38,32.52,33.01,279,2.9
2178,4536,500,4784.64,4783.35,4876.4,10.03398049,4814.8,7.24,-7.5,672.0,669.0,668.0,7.12,7.15,7.3,32.59,32.39,32.38,33.01,276,3.4
2179,4537,498,4784.23,4789.06,4860.48,10.03923287,4811.26,7.83,-7.5,671.0,667.0,664.0,7.13,7.18,7.32,32.63,32.45,32.48,32.97,272,3.4
2180,4538,493,4776.66,4788.0,4889.76,10.04441836,4818.14,8.06,-7.1,669.0,665.0,668.0,7.14,7.2,7.32,32.98,32.7,32.78,33.47,293,4.0
2181,4540,491,4790.94,4815.18,4895.1,10.08992299,4833.74,8.2,-7.4,671.0,666.0,666.0,7.14,7.23,7.35,33.21,32.91,33.08,33.63,275,3.2
2182,4541,491,4810.6,4829.08,4909.12,10.13386927,4849.6,8.22,-7.6,670.0,667.0,667.0,7.18,7.24,7.36,33.32,33.05,33.17,33.72,265,2.5
2183,4542,489,4838.87,4849.09,4915.79,10.17494343,4867.92,8.2,-6.9,673.0,667.0,667.0,7.19,7.27,7.37,33.58,33.38,33.45,33.91,278,2.9
2184,4547,488,4861.8,4870.8,4962.27,10.26387569,4898.29,9.16,-6.9,666.0,660.0,659.0,7.3,7.38,7.53,33.74,33.49,33.55,34.18,283,1.8
2185,4550,488,4850.24,4863.42,4922.73,10.24130261,4878.8,9.83,-5.9,659.0,659.0,659.0,7.36,7.38,7.47,33.53,33.33,33.42,33.83,277,1.5
2186,4551,484,4802.67,4878.18,4926.56,10.18370763,4869.14,9.76,-5.5,657.0,661.0,656.0,7.31,7.38,7.51,33.75,33.29,33.81,34.15,281,1.5
2187,4553,477,4710.69,4756.68,4744.18,9.949218188,4737.18,9.93,-5.7,657.0,657.0,658.0,7.17,7.24,7.21,33.3,33.11,33.43,33.34,266,1.8
2188,4557,438,4619.59,4671.8,4633.2,9.772065007,4641.53,9.54,-4.8,659.0,658.0,660.0,7.01,7.1,7.02,35.58,35.41,35.81,35.51,275,1.8
2189,4559,465,4607.52,4566.15,4802.67,9.749601503,4658.78,9.54,-5.2,662.0,657.0,657.0,6.96,6.95,7.31,33.64,33.27,32.97,34.67,286,2.3
2190,4560,398,4216.94,4468.36,4164.3,9.044483572,4283.2,9.64,-5.5,662.0,661.0,661.0,6.37,6.76,6.3,36.12,35.56,37.68,35.11,269,2.2
2191,4562,459,4594.59,4532.6,4704.7,9.680048688,4610.63,9.66,-4.6,663.0,655.0,658.0,6.93,6.92,7.15,33.71,33.59,33.14,34.4,296,2.4
2192,4565,457,4428.48,4264.05,4629.2,9.34808388,4440.58,10.68,-4.2,659.0,655.0,652.0,6.72,6.51,7.1,32.49,32.4,31.2,33.87,275,1.7
2193,4566,457,4197.83,4563.51,4797.87,9.303365009,4519.74,11.47,-4.3,659.0,651.0,651.0,6.37,7.01,7.37,32.97,30.63,33.29,35.0,268,1.2
2194,4567,434,4453.74,4647.5,4620.24,9.618513647999999,4573.83,12.1,-4.2,654.0,650.0,648.0,6.81,7.15,7.13,35.06,34.14,35.62,35.41,269,1.4
2195,4569,410,4316.13,4198.95,4433.31,9.202092111,4316.13,12.24,-4.4,651.0,651.0,651.0,6.63,6.45,6.81,35.0,35.0,34.05,35.95,266,0.8
